"id","status","sort","date_created","date_updated","translations"
"endTime","draft",,"2024-03-05T22:58:56.793Z",,"[{""text"":""وقت الانتهاء"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Endzeit"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""End time"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Hora de finalización"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Heure de fin"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Ora di fine"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Hora de término"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Время окончания"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"event","draft",,"2024-03-05T22:58:00.434Z",,"[{""text"":""الحدث"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Veranstaltung"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Event"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""El acontecimiento"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Événement"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""L'evento"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""O evento"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Событие"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"first_day_of_week","draft",,"2024-03-05T23:11:35.632Z",,"[{""text"":""اليوم الأول من الأسبوع"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Erster Tag der Woche"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""First day of the week"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Primer día de la semana"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Premier jour de la semaine"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Primo giorno della settimana"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Primeiro dia da semana"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Первый день недели"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"first_day_of_week_system","draft",,"2024-03-05T23:11:43.004Z",,"[{""text"":""النظام"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""System"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""System"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sistema"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Système"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sistema"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sistema"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Система"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"for_example","draft",,"2024-03-05T22:59:21.978Z",,"[{""text"":""z. B."",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""z. B."",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""z. B."",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""z. B."",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""z. B."",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""z. B."",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""z. B."",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""z. B."",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"forgot_password","draft",,"2024-03-05T23:05:02.278Z",,"[{""text"":""هل نسيت كلمة المرور الخاصة بك؟"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Passwort vergessen?"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Forgotten your password?"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""¿Ha olvidado su contraseña?"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Mot de passe oublié ?"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Avete dimenticato la password?"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Esqueceu sua senha?"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Забыли пароль?"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"hide","draft",,"2024-03-05T23:07:31.626Z",,"[{""text"":""فيرجبرجن"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vergbergen"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Vergbergen"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vergbergen"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vergbergen"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vergbergen"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vergbergen"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Вергберген"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"home","draft",,"2024-03-05T23:08:55.960Z",,"[{""text"":""الصفحة الرئيسية"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Startseite"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Home page"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Página de inicio"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Page d'accueil"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Pagina iniziale"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Página inicial"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Главная страница"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"housing","draft",,"2024-03-05T23:09:47.490Z",,"[{""text"":""المعيشة"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Wohnen"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Living"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vivir"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Habiter"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vivere"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vida"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Жизнь"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"if_you_want_to_login_with_this_account_please_press","draft",,"2024-03-05T23:03:59.908Z",,"[{""text"":""إذا كنت ترغب في تسجيل الدخول باستخدام هذا الحساب، يُرجى الضغط على"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Wenn Sie sich mit diesem Konto anmelden möchten, drücken Sie bitte"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""If you would like to log in with this account, please press"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Si desea iniciar sesión con esta cuenta, pulse"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Si vous souhaitez vous connecter avec ce compte, veuillez appuyer sur"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Se si desidera effettuare il login con questo account, premere"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Se quiser fazer login com essa conta, pressione"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Если вы хотите войти в систему под этой учетной записью, нажмите"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"import","draft",,"2024-03-05T22:57:51.677Z",,"[{""text"":""الاستيراد"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Importieren"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Import"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Importar"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Importer"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Importazione"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Importação"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Импорт"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"inactive","draft",,"2024-03-05T22:57:43.005Z",,"[{""text"":""غير نشط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Inaktiv"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Inactive"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Inactivo"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Inactif"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Inattivo"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Inativo"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Неактивный"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"is_currently_authenticated_remember_this_account","draft",,"2024-03-05T23:04:53.725Z",,"[{""text"":""ضع إشارة مرجعية على هذا الحساب"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Dieses Konto merken"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Remember this account"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Añadir esta cuenta a favoritos"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Mémoriser ce compte"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Aggiungi ai preferiti questo account"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Adicionar esta conta aos favoritos"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Добавьте этот аккаунт в закладки"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"language","draft",,"2024-03-05T23:10:53.481Z",,"[{""text"":""اللغة"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sprache"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Language"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Idioma"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Langue"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Lingua"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Idioma"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Язык"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"license","draft",,"2024-03-05T23:03:02.995Z",,"[{""text"":""الترخيص"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Lizenz"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""License"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Licencia"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Licence"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Licenza"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Licença"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Лицензия"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"location","draft",,"2024-03-05T22:58:24.029Z",,"[{""text"":""المكان"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Ort"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Place"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Lugar"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Lieu"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Luogo"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Local"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Место"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"logout","draft",,"2024-03-05T23:04:08.795Z",,"[{""text"":""تسجيل الخروج"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Abmelden"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Log out"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cerrar sesión"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Se désinscrire"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Disconnettersi"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Fazer logout"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Выйти из системы"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"logout_confirm_message","draft",,"2024-03-05T23:04:19.266Z",,"[{""text"":""هل تريد حقاً إلغاء اشتراكك؟"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Möchten Sie sich wirklich abmelden?"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Do you really want to unsubscribe?"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""¿De verdad quieres darte de baja?"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Voulez-vous vraiment vous désinscrire ?"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vuoi davvero annullare l'iscrizione?"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Você realmente deseja cancelar a assinatura?"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Вы действительно хотите отказаться от подписки?"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"month","draft",,"2024-03-05T23:01:42.153Z",,"[{""text"":""الشهر"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Monat"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""month"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""mes"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Mois"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""mese"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""mês"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""месяц"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"navigate_to","draft",,"2024-03-05T23:05:10.836Z",,"[{""text"":""انتقل إلى"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Navigiere zu"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Navigate to"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Vaya a"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Naviguer vers"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Andare a"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Navegue até"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Перейдите в раздел"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"new","draft",,"2024-03-05T22:56:00.268Z",,"[{""text"":""جديد"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Neu"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""New"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nuevo"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nouveau"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nuovo"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Novo"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Новый"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"news","draft",,"2024-03-05T23:05:36.652Z",,"[{""text"":""الأخبار"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""News"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""News"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Noticias"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Actualités"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Notizie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Notícias"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Новости"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"next","draft",,"2024-03-05T23:01:59.040Z",,"[{""text"":""المزيد"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Weiter"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Next"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Más información en"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Continuer"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Ulteriori"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Mais"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Далее"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"nickname","draft",,"2024-03-05T22:55:01.093Z",,"[{""text"":""الاسم المستعار"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Spitzname"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Nickname"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Apodo"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Surnom"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Soprannome"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Apelido"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Прозвище"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"noFeedbacksFound","draft",,"2024-03-05T23:01:03.936Z",,"[{""text"":""لم يتم العثور على ملاحظات"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Kein Feedback gefunden"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""No feedback found"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""No se han encontrado comentarios"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Aucun commentaire trouvé"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nessun feedback trovato"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nenhum feedback encontrado"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Отзывы не найдены"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"no_data_currently_calculating","draft",,"2024-03-05T22:56:25.051Z",,"[{""text"":""لا توجد بيانات، يتم حسابها حالياً."",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Keine Daten, werden gerade berechnet."",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""No data, currently being calculated."",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sin datos, en proceso de cálculo."",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Pas de données, en cours de calcul."",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nessun dato, attualmente in fase di calcolo."",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Não há dados, estão sendo calculados no momento."",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Данных нет, в настоящее время ведется расчет."",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"no_foodoffers_found_for_selection","draft",,"2024-03-05T22:56:10.254Z",,"[{""text"":""لم يتم العثور على أي عروض."",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Keine Angebote gefunden."",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""No offers found."",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""No se han encontrado ofertas."",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Aucune offre trouvée."",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nessuna offerta trovata."",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Não foram encontradas ofertas."",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Предложений не найдено."",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"not_allowed","draft",,"2024-03-05T22:57:19.690Z",,"[{""text"":""غير مسموح به"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nicht erlaubt"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Not allowed"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""No autorizado"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Non autorisé"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Non consentito"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Não permitido"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Не разрешается"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"nothing_found","draft",,"2024-03-05T23:00:44.039Z",,"[{""text"":""لم يتم العثور على شيء"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nichts gefunden"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Nothing found"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""No se ha encontrado nada"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Rien trouvé"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Non è stato trovato nulla"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nada encontrado"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Ничего не найдено"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"notification","draft",,"2024-03-05T22:56:50.035Z",,"[{""text"":""الإخطار"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Benachrichtigung"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Notification"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Notificación"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Notification"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Notifica"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Notificação"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Уведомление"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
