MENSA	VBORT_ID	DATUM	VK-ArtikelNr	VK-GebindeNR	SPEISE	SPEISE_BEZEICHNUNG	REZEPTUR_ID	TEXT1	TEXT2	TEXT3	TEXT4	TEXT5	TEXT6	TEXT1_1	TEXT2_1	TEXT3_1	TEXT4_1	TEXT5_1	TEXT6_1	PREIS_STUDENT	PREIS_BEDIENSTETER	PREIS_GAST	PREIS_STUDENT_KARTE	PREIS_BEDIENSTETER_KARTE	PREIS_GAST_KARTE	FREI1	FREI2	FREI3	ZSNUMMERN	ZSNAMEN	NAEHRWERTEJE100G	NAEHRWERTEJEPORT	NW_KJ	NW_KCAL	NW_FETT	NW_GESFETT	NW_EIWEISS	NW_KH	NW_ZUCKER	NW_SALZ
Mensa Garbsen	160	24.10.2024	309326	291985	FLEISCH & MEER		800709	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,10	3,20	6,50	8,10				k, 20, 20A, 29, s, 99	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Senf und Senferzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3601 kJ (860 kcal), Fett=41,5g, davon gesättigte Fettsäuren=14,6g, Kohlenhydrate=65,4g, davon Zucker=8,7g, Eiweiß=50,9g, Salz=8,8g,	3600,8	860	41,5	14,6	50,9	65,4	8,7	8,8
Mensa Garbsen	160	24.10.2024	309328	291991	VEGGIE & VEGAN		802869	Peri Peri Tofu (k,25,kt,m)	veganer Koriander-Dip (20D)	Gemüsereis (k)				Peri Peri Tofu (k,25,kt,m)	vegetable Rice (k)					3,00	6,30	7,90	3,00	6,30	7,90				k, 20, 20D, 25, 99, kt, m	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Hafer, enthält Soja und Sojaerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	-	Brennwert=2737 kJ (654 kcal), Fett=34,3g, davon gesättigte Fettsäuren=6,3g, Kohlenhydrate=58,1g, davon Zucker=9,4g, Ballaststoffe=1,4g, Eiweiß=26,0g, Salz=2,2g,	2737,4	654	34,3	6,3	26,0	58,1	9,4	2,2
Mensa Garbsen	160	24.10.2024	309328	291991	VEGGIE & VEGAN		802870	Peri Peri Tofu (k,25,kt,m)	veganer Koriander-Dip (20D)	Gemüsereis (k)				Peri Peri Tofu (k,25,kt,m)	vegetable Rice (k)					3,00	6,30	7,90	3,00	6,30	7,90				k, 20, 20D, 25, 99, kt, m	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Hafer, enthält Soja und Sojaerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	-	Brennwert=2737 kJ (654 kcal), Fett=34,3g, davon gesättigte Fettsäuren=6,3g, Kohlenhydrate=58,1g, davon Zucker=9,4g, Ballaststoffe=1,4g, Eiweiß=26,0g, Salz=2,2g,	2737,4	654	34,3	6,3	26,0	58,1	9,4	2,2
Mensa Garbsen	160	24.10.2024	309325	291982	PASTA & FRIENDS		803028	Hausgemachte Gnocchi (20A)	Kürbisragout (20D)					homemade gnocchi (20A)						1,60	4,50	6,40	1,60	4,50	6,40				20, 20A, 20D, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2600 kJ (621 kcal), Fett=8,3g, davon gesättigte Fettsäuren=1,4g, Kohlenhydrate=109,2g, davon Zucker=12,5g, Eiweiß=17,8g, Salz=1,2g,	2599,6	621	8,3	1,4	17,8	109,2	12,5	1,2
Mensa Garbsen	160	24.10.2024	309325	291982	PASTA & FRIENDS		802469	Hausgemachte Gnocchi (20A)	Kürbisragout (20D)					homemade gnocchi (20A)						1,60	4,50	6,40	1,60	4,50	6,40				20, 20A, 20D, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2600 kJ (621 kcal), Fett=8,3g, davon gesättigte Fettsäuren=1,4g, Kohlenhydrate=109,2g, davon Zucker=12,5g, Eiweiß=17,8g, Salz=1,2g,	2599,6	621	8,3	1,4	17,8	109,2	12,5	1,2
Mensa Garbsen	160	24.10.2024	309325	291982	PASTA & FRIENDS		801431	Hausgemachte Gnocchi (20A)	Kürbisragout (20D)					homemade gnocchi (20A)						1,60	4,50	6,40	1,60	4,50	6,40				20, 20A, 20D, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2600 kJ (621 kcal), Fett=8,3g, davon gesättigte Fettsäuren=1,4g, Kohlenhydrate=109,2g, davon Zucker=12,5g, Eiweiß=17,8g, Salz=1,2g,	2599,6	621	8,3	1,4	17,8	109,2	12,5	1,2
Mensa Garbsen	160	24.10.2024	308029	282271	EVERGREENS		802338	Frisches Schweineschnitzel (20A,22,s)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				fresh pork schnitzel (20A,22,s)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	7,80	4,20	6,00	7,80				3, 15, 20, 20A, 22, 26, 28, s, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5940 kJ (1419 kcal), Fett=112,6g, davon gesättigte Fettsäuren=29,2g, Kohlenhydrate=58,7g, davon Zucker=2,1g, Ballaststoffe=0,2g, Eiweiß=43,0g, Salz=3,6g,	5939,9	1419	112,6	29,2	43,0	58,7	2,1	3,6
Mensa Große Pause	135	24.10.2024	303227	241291	SÜSSE ECKE		801843	Kokosmilchreis	hausgemachte Schokosauce (25)					coconut rice pudding	chocolate sauce (25)					0,80	1,30	1,90	0,80	1,30	1,90				25, 99	enthält Soja und Sojaerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=1686 kJ (403 kcal), Fett=27,3g, davon gesättigte Fettsäuren=18,7g, Kohlenhydrate=35,5g, davon Zucker=21,6g, Eiweiß=3,2g, Salz=0,1g,	1686,2	403	27,3	18,7	3,2	35,5	21,6	0,1
Mensa Große Pause	135	24.10.2024	309298	293796	EVERGREENS		802336	Veganes Schnitzel (20A)	Paprikasauce (k)	Pommes frites (3)				vegan Schnitzel (20A)	bell pepper sauce (k)	french fries (3)				3,20	5,60	7,20	3,20	5,60	7,20				3, 15, k, 20A, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, mit Knoblauch / contains garlic, enthält Glutenhaltiges Getreide: Weizen, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=4964 kJ (1186 kcal), Fett=81,9g, davon gesättigte Fettsäuren=13,6g, Kohlenhydrate=86,2g, davon Zucker=7,1g, Ballaststoffe=3,1g, Eiweiß=22,2g, Salz=3,7g,	4963,6	1186	81,9	13,6	22,2	86,2	7,1	3,7
Mensa Große Pause	135	24.10.2024	309298	293796	EVERGREENS		800747	Veganes Schnitzel (20A)	Paprikasauce (k)	Pommes frites (3)				vegan Schnitzel (20A)	bell pepper sauce (k)	french fries (3)				3,20	5,60	7,20	3,20	5,60	7,20				3, 15, k, 20A, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, mit Knoblauch / contains garlic, enthält Glutenhaltiges Getreide: Weizen, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=4964 kJ (1186 kcal), Fett=81,9g, davon gesättigte Fettsäuren=13,6g, Kohlenhydrate=86,2g, davon Zucker=7,1g, Ballaststoffe=3,1g, Eiweiß=22,2g, Salz=3,7g,	4963,6	1186	81,9	13,6	22,2	86,2	7,1	3,7
Mensa Große Pause	135	24.10.2024	309298	293796	EVERGREENS		802338	Veganes Schnitzel (20A)	Paprikasauce (k)	Pommes frites (3)				vegan Schnitzel (20A)	bell pepper sauce (k)	french fries (3)				3,20	5,60	7,20	3,20	5,60	7,20				3, 15, k, 20A, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, mit Knoblauch / contains garlic, enthält Glutenhaltiges Getreide: Weizen, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=4964 kJ (1186 kcal), Fett=81,9g, davon gesättigte Fettsäuren=13,6g, Kohlenhydrate=86,2g, davon Zucker=7,1g, Ballaststoffe=3,1g, Eiweiß=22,2g, Salz=3,7g,	4963,6	1186	81,9	13,6	22,2	86,2	7,1	3,7
Mensa Große Pause	135	24.10.2024	303432	235129	QUEERBEET		800119	marinierter Linsensalat (kt)						marinated lentil salad (kt)						0,65	1,00	1,45	0,65	1,00	1,45				99	ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=1226 kJ (293 kcal), Fett=16,5g, davon gesättigte Fettsäuren=1,6g, Kohlenhydrate=22,7g, davon Zucker=4,0g, Ballaststoffe=3,8g, Eiweiß=11,1g, Salz=1,5g,	1225,7	293	16,5	1,6	11,1	22,7	4,0	1,5
Mensa Große Pause	135	24.10.2024	309325	291982	PASTA & FRIENDS		801431	Hausgemachte Gnocchi (20A)	Kürbisragout (20D)					homemade gnocchi (20A)						1,60	4,50	6,90	1,60	4,50	6,90				20, 20A, 20D, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2600 kJ (621 kcal), Fett=8,3g, davon gesättigte Fettsäuren=1,4g, Kohlenhydrate=109,2g, davon Zucker=12,5g, Eiweiß=17,8g, Salz=1,2g,	2599,6	621	8,3	1,4	17,8	109,2	12,5	1,2
Mensa Große Pause	135	24.10.2024	309325	291982	PASTA & FRIENDS		802469	Hausgemachte Gnocchi (20A)	Kürbisragout (20D)					homemade gnocchi (20A)						1,60	4,50	6,90	1,60	4,50	6,90				20, 20A, 20D, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2600 kJ (621 kcal), Fett=8,3g, davon gesättigte Fettsäuren=1,4g, Kohlenhydrate=109,2g, davon Zucker=12,5g, Eiweiß=17,8g, Salz=1,2g,	2599,6	621	8,3	1,4	17,8	109,2	12,5	1,2
Mensa Große Pause	135	24.10.2024	309325	291982	PASTA & FRIENDS		803028	Hausgemachte Gnocchi (20A)	Kürbisragout (20D)					homemade gnocchi (20A)						1,60	4,50	6,90	1,60	4,50	6,90				20, 20A, 20D, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2600 kJ (621 kcal), Fett=8,3g, davon gesättigte Fettsäuren=1,4g, Kohlenhydrate=109,2g, davon Zucker=12,5g, Eiweiß=17,8g, Salz=1,2g,	2599,6	621	8,3	1,4	17,8	109,2	12,5	1,2
Mensa Große Pause	135	24.10.2024	303227	241291	SÜSSE ECKE		802090	Kokosmilchreis	hausgemachte Schokosauce (25)					coconut rice pudding	chocolate sauce (25)					0,80	1,30	1,90	0,80	1,30	1,90				25, 99	enthält Soja und Sojaerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=1686 kJ (403 kcal), Fett=27,3g, davon gesättigte Fettsäuren=18,7g, Kohlenhydrate=35,5g, davon Zucker=21,6g, Eiweiß=3,2g, Salz=0,1g,	1686,2	403	27,3	18,7	3,2	35,5	21,6	0,1
Mensa Große Pause	135	24.10.2024	308029	282271	EVERGREENS		802338	Frisches Schweineschnitzel (20A,22,s)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				fresh pork schnitzel (20A,22,s)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	8,00	4,20	6,00	8,00				3, 15, 20, 20A, 22, 26, 28, s, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5939 kJ (1419 kcal), Fett=112,5g, davon gesättigte Fettsäuren=29,1g, Kohlenhydrate=58,6g, davon Zucker=2,1g, Ballaststoffe=0,2g, Eiweiß=43,0g, Salz=3,6g,	5939,0	1419	112,5	29,1	43,0	58,6	2,1	3,6
Mensa Große Pause	135	24.10.2024	308029	282271	EVERGREENS		800598	Frisches Schweineschnitzel (20A,22,s)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				fresh pork schnitzel (20A,22,s)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	8,00	4,20	6,00	8,00				3, 15, 20, 20A, 22, 26, 28, s, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5939 kJ (1419 kcal), Fett=112,5g, davon gesättigte Fettsäuren=29,1g, Kohlenhydrate=58,6g, davon Zucker=2,1g, Ballaststoffe=0,2g, Eiweiß=43,0g, Salz=3,6g,	5939,0	1419	112,5	29,1	43,0	58,6	2,1	3,6
Mensa Große Pause	135	24.10.2024	308029	282271	EVERGREENS		802337	Frisches Schweineschnitzel (20A,22,s)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				fresh pork schnitzel (20A,22,s)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	8,00	4,20	6,00	8,00				3, 15, 20, 20A, 22, 26, 28, s, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5939 kJ (1419 kcal), Fett=112,5g, davon gesättigte Fettsäuren=29,1g, Kohlenhydrate=58,6g, davon Zucker=2,1g, Ballaststoffe=0,2g, Eiweiß=43,0g, Salz=3,6g,	5939,0	1419	112,5	29,1	43,0	58,6	2,1	3,6
Mensa Große Pause	135	24.10.2024	309326	291985	FLEISCH & MEER		800676	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,40	3,20	6,50	8,40				k, 20, 20A, 29, s, 99	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Senf und Senferzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3599 kJ (860 kcal), Fett=41,4g, davon gesättigte Fettsäuren=14,6g, Kohlenhydrate=65,4g, davon Zucker=8,7g, Eiweiß=50,9g, Salz=8,8g,	3599,3	860	41,4	14,6	50,9	65,4	8,7	8,8
Mensa Große Pause	135	24.10.2024	309326	291985	FLEISCH & MEER		800294	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,40	3,20	6,50	8,40				k, 20, 20A, 29, s, 99	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Senf und Senferzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3599 kJ (860 kcal), Fett=41,4g, davon gesättigte Fettsäuren=14,6g, Kohlenhydrate=65,4g, davon Zucker=8,7g, Eiweiß=50,9g, Salz=8,8g,	3599,3	860	41,4	14,6	50,9	65,4	8,7	8,8
Mensa Große Pause	135	24.10.2024	309326	291985	FLEISCH & MEER		800709	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,40	3,20	6,50	8,40				k, 20, 20A, 29, s, 99	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Senf und Senferzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3599 kJ (860 kcal), Fett=41,4g, davon gesättigte Fettsäuren=14,6g, Kohlenhydrate=65,4g, davon Zucker=8,7g, Eiweiß=50,9g, Salz=8,8g,	3599,3	860	41,4	14,6	50,9	65,4	8,7	8,8
Mensa Große Pause	135	24.10.2024	309326	291985	FLEISCH & MEER		800852	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,40	3,20	6,50	8,40				k, 20, 20A, 29, s, 99	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Senf und Senferzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3599 kJ (860 kcal), Fett=41,4g, davon gesättigte Fettsäuren=14,6g, Kohlenhydrate=65,4g, davon Zucker=8,7g, Eiweiß=50,9g, Salz=8,8g,	3599,3	860	41,4	14,6	50,9	65,4	8,7	8,8
Mensa Herrenhausen	180	24.10.2024	309288	291549	EVERGREENS		802169	Frisches Putenschnitzel (20A,22,26,g)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				turkey schnitzel (20A,22,26,g)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	7,80	4,20	6,00	7,80						-	-
Mensa Herrenhausen	180	24.10.2024	309288	291549	EVERGREENS		800598	Frisches Putenschnitzel (20A,22,26,g)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				turkey schnitzel (20A,22,26,g)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	7,80	4,20	6,00	7,80						-	-
Mensa Herrenhausen	180	24.10.2024	309288	291549	EVERGREENS		802338	Frisches Putenschnitzel (20A,22,26,g)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				turkey schnitzel (20A,22,26,g)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	7,80	4,20	6,00	7,80						-	-
Mensa Herrenhausen	180	24.10.2024	308029	282271	EVERGREENS		802337	Frisches Schweineschnitzel (20A,22,s)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				fresh pork schnitzel (20A,22,s)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	7,80	4,20	6,00	7,80				3, 15, 20, 20A, 22, 26, 28, s, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5939 kJ (1419 kcal), Fett=112,5g, davon gesättigte Fettsäuren=29,1g, Kohlenhydrate=58,6g, davon Zucker=2,1g, Ballaststoffe=0,2g, Eiweiß=43,0g, Salz=3,6g,	5939,0	1419	112,5	29,1	43,0	58,6	2,1	3,6
Mensa Herrenhausen	180	24.10.2024	308029	282271	EVERGREENS		800598	Frisches Schweineschnitzel (20A,22,s)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				fresh pork schnitzel (20A,22,s)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	7,80	4,20	6,00	7,80				3, 15, 20, 20A, 22, 26, 28, s, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5939 kJ (1419 kcal), Fett=112,5g, davon gesättigte Fettsäuren=29,1g, Kohlenhydrate=58,6g, davon Zucker=2,1g, Ballaststoffe=0,2g, Eiweiß=43,0g, Salz=3,6g,	5939,0	1419	112,5	29,1	43,0	58,6	2,1	3,6
Mensa Herrenhausen	180	24.10.2024	308029	282271	EVERGREENS		802338	Frisches Schweineschnitzel (20A,22,s)	Chili-Hollandaise (22,26,28)	Pommes frites (3)				fresh pork schnitzel (20A,22,s)	chili hollandaise (22,26,28)	french fries (3)				4,20	6,00	7,80	4,20	6,00	7,80				3, 15, 20, 20A, 22, 26, 28, s, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5939 kJ (1419 kcal), Fett=112,5g, davon gesättigte Fettsäuren=29,1g, Kohlenhydrate=58,6g, davon Zucker=2,1g, Ballaststoffe=0,2g, Eiweiß=43,0g, Salz=3,6g,	5939,0	1419	112,5	29,1	43,0	58,6	2,1	3,6
Mensa Herrenhausen	180	24.10.2024	303227	241291	SÜSSE ECKE		802090	Kokosmilchreis	hausgemachte Schokosauce (25)					coconut rice pudding	chocolate sauce (25)					0,80	1,30	1,70	0,80	1,30	1,70						-	-
Mensa Herrenhausen	180	24.10.2024	303227	241291	SÜSSE ECKE		801843	Kokosmilchreis	hausgemachte Schokosauce (25)					coconut rice pudding	chocolate sauce (25)					0,80	1,30	1,70	0,80	1,30	1,70						-	-
Mensa Herrenhausen	180	24.10.2024	309326	291985	FLEISCH & MEER		800852	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,10	3,20	6,50	8,10						-	-
Mensa Herrenhausen	180	24.10.2024	309326	291985	FLEISCH & MEER		800709	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,10	3,20	6,50	8,10						-	-
Mensa Herrenhausen	180	24.10.2024	309326	291985	FLEISCH & MEER		800294	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,10	3,20	6,50	8,10						-	-
Mensa Herrenhausen	180	24.10.2024	309326	291985	FLEISCH & MEER		800676	Schweinebraten Gyros Art (20A,29,s)	Tomatensugo (k)	Grüne Bohnen	Bulgur (20A)			pork roast, gyros way (20A,29,s)	tomato sugo (k)	green beans	bulgur (20A)			3,20	6,50	8,10	3,20	6,50	8,10						-	-
Mensa Herrenhausen	180	24.10.2024	309328	291991	VEGGIE & VEGAN		802959	Peri Peri Tofu (k,25,kt,m)	veganer Koriander-Dip (20D)	Gemüsereis (k)				Peri Peri Tofu (k,25,kt,m)	vegetable Rice (k)					3,00	6,30	7,90	3,00	6,30	7,90				k, 20, 20D, 25, 99, kt, m	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Hafer, enthält Soja und Sojaerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	-	Brennwert=2745 kJ (656 kcal), Fett=34,4g, davon gesättigte Fettsäuren=6,3g, Kohlenhydrate=58,2g, davon Zucker=9,4g, Ballaststoffe=1,4g, Eiweiß=26,0g, Salz=2,2g,	2744,7	656	34,4	6,3	26,0	58,2	9,4	2,2
Mensa Herrenhausen	180	24.10.2024	309328	291991	VEGGIE & VEGAN		802870	Peri Peri Tofu (k,25,kt,m)	veganer Koriander-Dip (20D)	Gemüsereis (k)				Peri Peri Tofu (k,25,kt,m)	vegetable Rice (k)					3,00	6,30	7,90	3,00	6,30	7,90				k, 20, 20D, 25, 99, kt, m	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Hafer, enthält Soja und Sojaerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	-	Brennwert=2745 kJ (656 kcal), Fett=34,4g, davon gesättigte Fettsäuren=6,3g, Kohlenhydrate=58,2g, davon Zucker=9,4g, Ballaststoffe=1,4g, Eiweiß=26,0g, Salz=2,2g,	2744,7	656	34,4	6,3	26,0	58,2	9,4	2,2
Mensa Herrenhausen	180	24.10.2024	309328	291991	VEGGIE & VEGAN		802869	Peri Peri Tofu (k,25,kt,m)	veganer Koriander-Dip (20D)	Gemüsereis (k)				Peri Peri Tofu (k,25,kt,m)	vegetable Rice (k)					3,00	6,30	7,90	3,00	6,30	7,90				k, 20, 20D, 25, 99, kt, m	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Hafer, enthält Soja und Sojaerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	-	Brennwert=2745 kJ (656 kcal), Fett=34,4g, davon gesättigte Fettsäuren=6,3g, Kohlenhydrate=58,2g, davon Zucker=9,4g, Ballaststoffe=1,4g, Eiweiß=26,0g, Salz=2,2g,	2744,7	656	34,4	6,3	26,0	58,2	9,4	2,2
Mensa Herrenhausen	180	24.10.2024	309298	293796	EVERGREENS		802336	Veganes Schnitzel (20A)	Paprikasauce (k)	Pommes frites (3)				vegan Schnitzel (20A)	bell pepper sauce (k)	french fries (3)				3,20	5,60	6,90	3,20	5,60	6,90				3, 15, k, 20A, 99	mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, mit Knoblauch / contains garlic, enthält Glutenhaltiges Getreide: Weizen, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=4964 kJ (1186 kcal), Fett=81,9g, davon gesättigte Fettsäuren=13,6g, Kohlenhydrate=86,2g, davon Zucker=7,1g, Ballaststoffe=3,1g, Eiweiß=22,2g, Salz=3,7g,	4963,6	1186	81,9	13,6	22,2	86,2	7,1	3,7
