"id","translations"
"reload","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Neu laden"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Reload"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Recarga"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Rechargez"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ricarica"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Przeładuj"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Recarregar"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Reîncărcare"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Перезагрузка"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Yeniden Yükle"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Перезавантажити"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""重新加载"",""languages_code"":""zh-ZH""}]"
"reset","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Zurücksetzen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Reset"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Reiniciar"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Réinitialiser"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Reset"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Reset"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Reinicialização"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Resetare"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Сброс"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Sıfırla"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Перезавантаження"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""复位"",""languages_code"":""zh-ZH""}]"
"resetProfile","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Profil zurücksetzen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Reset profile"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Restablecer el perfil"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Réinitialiser le profil"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Azzeramento del profilo"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Wyzerować profil"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Perfil de reinicialização"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Resetare profil"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Сброс профиля"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Profili sıfırla"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Скинути профіль"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""重置配置文件"",""languages_code"":""zh-ZH""}]"
"right","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Rechts"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Right"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Derecha"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Droit"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Diritto"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Prawo"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Certo"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Dreapta"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Справа"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Doğru."",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Так."",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""对"",""languages_code"":""zh-ZH""}]"
"role","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Rolle"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Role"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Papel"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Rôle"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ruolo"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Rola"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Papel"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Rol"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Роль"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Rol"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Роль"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""角色"",""languages_code"":""zh-ZH""}]"
"saturated_fat_g","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Gesättigte Fettsäuren"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Saturated fatty acids"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ácidos grasos saturados"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Acides gras saturés"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Acidi grassi saturi"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Nasycone kwasy tłuszczowe"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ácidos graxos saturados"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Acizi grași saturați"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Насыщенные жирные кислоты"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Doymuş yağ asitleri"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Насичені жирні кислоти"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""饱和脂肪酸"",""languages_code"":""zh-ZH""}]"
"save","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Speichern"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Save"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Guardar"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Enregistrer"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Risparmiare"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Zapisz"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Salvar"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Salvați"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Сохранить"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kaydet"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Зберегти"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""拯救"",""languages_code"":""zh-ZH""}]"
"screenNameAccountBalance","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kontostand"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Account balance"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Saldo de la cuenta"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Solde du compte"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Saldo del conto"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Stan konta"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Saldo da conta"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Soldul contului"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Остаток на счете"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Hesap bakiyesi"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Залишок на рахунку"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""账户余额"",""languages_code"":""zh-ZH""}]"
"screenNameCourseTimetable","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Stundenplaner"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Timetable planner"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Planificador de horarios"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Horaires"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Pianificazione degli orari"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Planowanie rozkładu jazdy"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Planejador de horários"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Planificator de orar"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Планировщик расписания"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Zaman çizelgesi planlayıcısı"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Планувальник розкладу"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""时间表规划器"",""languages_code"":""zh-ZH""}]"
"screenNameFoods","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Speiseplan"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Menu"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Menú"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Menu"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Menu"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Menu"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Menu"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Meniu"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Меню"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Menü"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Меню"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""菜单"",""languages_code"":""zh-ZH""}]"
"search","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Suche"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Search"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Buscar en"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Recherche"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ricerca"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Szukaj"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Busca"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Căutare"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Поиск"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Arama"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Пошук"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""搜索"",""languages_code"":""zh-ZH""}]"
"seemsEmpty","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Anscheinend gibt es hier noch nichts zu sehen."",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Apparently there is nothing to see here yet."",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Al parecer, todavía no hay nada que ver aquí."",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Apparemment, il n'y a encore rien à voir ici."",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""A quanto pare non c'è ancora nulla da vedere."",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Najwyraźniej nie ma tu jeszcze nic do zobaczenia."",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Aparentemente, ainda não há nada para ver aqui."",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Se pare că încă nu este nimic de văzut aici."",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Судя по всему, здесь пока не на что смотреть."",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Görünüşe göre burada henüz görülecek bir şey yok."",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Мабуть, тут поки що немає на що дивитися."",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""显然，这里还没有什么可看的。"",""languages_code"":""zh-ZH""}]"
"select","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Auswählen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Select"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Seleccione"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Sélectionner"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Selezionare"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Wybierz"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Selecione"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Selectați"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Выберите"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Seçiniz"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Виберіть"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""选择"",""languages_code"":""zh-ZH""}]"
"selectDate","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Datum auswählen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Select date"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Seleccione la fecha"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Sélectionnez la date"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Selezionare la data"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Wybierz datę"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Selecione a data"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Selectați data"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Выберите дату"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Tarih seçiniz"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Виберіть дату"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""选择日期"",""languages_code"":""zh-ZH""}]"
